city_type,query,page,image_url,title,tags,local_path
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/8505/8563597547_bd25042689_c.jpg,Business Bay,urban panorama architecture canon eos sand cityscape sonnenuntergang desert architektur 1740mm wüste skysraper vae hochhäuser vereinigtearabischeemirate 1740mm4l businessbay 5dmkii,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_10.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/5167/5302568529_c4dcc5e13b_c.jpg,Cairo by night,white night sand nikon desert nacht dunes egypt clear cairo ägypten markus wüste dünen kairo weisse ch64 cairobynight d3s fotoreisench wwwfotoreisench,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_11.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/7162/6645891089_405c04a5fa_c.jpg,Dubai (24),sea holiday beach strand island austria österreich sand meer dubai desert urlaub uae ferrari mosque palm insel emirates camel khalifa abudhabi arab armin burjalarab abu dhabi palme silvester unitedarabemirates thepalm sheik kamel gettyimages wüste 2012 jumeirah vae scheich 2011 burjdubai ferrariworld vereinigtearabischeemirate mosche rodler wasserpark burjkhalifa arminrodler rodlerarmin,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_12.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/8490/8180375580_fd1ed4f8bb_c.jpg,Abu Dhabi Night Skyline,skyline night sand skyscrapers desert dune uae clear oasis abudhabi barren camels development unitedarabemirates opulent wealth bedouin burjkhalifa urbandevelopmentprojects,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_13.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/3901/14600909897_d6db7ca896_c.jpg,Dubai Marina,road trip travel mountain color colour hoja tourism fountain colors beautiful car night skyscraper marina photoshop mall hotel al amazing nice fantastic sand nikon perfect exposure dubai colours tour view desert superb fort hiking top unique empty dunes awesome united uae sigma tourist adventure emirates camel khalifa arab journey heat stunning excellent rolls lonely lovely abu dhabi incredible luxury breathtaking royce tal burj jebel liwa ain d300 hafeet atthetop photomatix moreeb slod300 mireb,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_14.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/2882/10104992814_5fc224e00a_c.jpg,"Dubai Marina. Dubai, United Arab Emirates",old city building creek skyscraper marina gold golden al dock sand skyscrapers desert united uae junction jewellery emirates khalifa abudhabi arab burjalarab oil souk abu dhabi emirate souq unitedarabemirates height burj medinat tallest suq,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_15.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/5509/14630753951_b85b363a50_c.jpg,Dubai Marina,road trip travel mountain color colour hoja tourism fountain colors beautiful car night skyscraper marina photoshop mall hotel al amazing nice fantastic sand nikon perfect exposure dubai colours tour view desert superb fort hiking top unique empty dunes awesome united uae sigma tourist adventure emirates camel khalifa arab journey heat stunning excellent rolls lonely lovely abu dhabi incredible luxury breathtaking royce tal burj jebel liwa ain d300 hafeet atthetop photomatix moreeb slod300 mireb,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_16.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/7166/6654415309_ab5916784f_c.jpg,Dubai (87),sea holiday beach strand island austria österreich sand meer dubai desert urlaub uae ferrari mosque palm insel emirates camel khalifa abudhabi arab armin burjalarab abu dhabi palme silvester unitedarabemirates thepalm sheik kamel gettyimages wüste 2012 jumeirah vae scheich 2011 burjdubai ferrariworld vereinigtearabischeemirate mosche rodler wasserpark burjkhalifa arminrodler rodlerarmin,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_17.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/5564/14784287001_7584104651_c.jpg,Dubai Marina,road trip travel mountain color colour hoja tourism fountain colors beautiful car night skyscraper marina photoshop mall hotel al amazing nice fantastic sand nikon perfect exposure dubai colours tour view desert superb fort hiking top unique empty dunes awesome united uae sigma tourist adventure emirates camel khalifa arab journey heat stunning excellent rolls lonely lovely abu dhabi incredible luxury breathtaking royce tal burj jebel liwa ain d300 hafeet atthetop photomatix moreeb slod300 mireb,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_18.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/7170/6648053801_25cdde9686_c.jpg,Dubai HDR (13),sea holiday beach strand island austria österreich sand meer dubai desert urlaub uae ferrari mosque palm insel emirates camel khalifa abudhabi arab armin burjalarab abu dhabi palme silvester unitedarabemirates thepalm sheik kamel gettyimages wüste 2012 jumeirah vae scheich 2011 burjdubai ferrariworld vereinigtearabischeemirate mosche rodler wasserpark burjkhalifa arminrodler rodlerarmin,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_19.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/3871/15166250421_0c466e550a_c.jpg,Little bird,road trip travel mountain color colour hoja tourism fountain colors beautiful car night skyscraper marina photoshop mall hotel al amazing nice fantastic sand nikon perfect exposure dubai colours tour view desert superb fort hiking top unique empty dunes awesome united uae sigma tourist adventure emirates camel khalifa arab journey heat stunning excellent rolls lonely lovely abu dhabi incredible luxury breathtaking royce tal burj jebel liwa ain d300 hafeet atthetop photomatix moreeb slod300 mireb,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_20.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/7150/6654404835_9d30389ff3_c.jpg,Dubai (86),sea holiday beach strand island austria österreich sand meer dubai desert urlaub uae ferrari mosque palm insel emirates camel khalifa abudhabi arab armin burjalarab abu dhabi palme silvester unitedarabemirates thepalm sheik kamel gettyimages wüste 2012 jumeirah vae scheich 2011 burjdubai ferrariworld vereinigtearabischeemirate mosche rodler wasserpark burjkhalifa arminrodler rodlerarmin,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_21.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/2904/14633540972_8f644e6588_c.jpg,Dubai Marina,road trip travel mountain color colour hoja tourism fountain colors beautiful car night skyscraper marina photoshop mall hotel al amazing nice fantastic sand nikon perfect exposure dubai colours tour view desert superb fort hiking top unique empty dunes awesome united uae sigma tourist adventure emirates camel khalifa arab journey heat stunning excellent rolls lonely lovely abu dhabi incredible luxury breathtaking royce tal burj jebel liwa ain d300 hafeet atthetop photomatix moreeb slod300 mireb,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_22.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/7019/6645882853_3fd215edf1_c.jpg,Dubai (21),sea holiday beach strand island austria österreich sand meer dubai desert urlaub uae ferrari mosque palm insel emirates camel khalifa abudhabi arab armin burjalarab abu dhabi palme silvester unitedarabemirates thepalm sheik kamel gettyimages wüste 2012 jumeirah vae scheich 2011 burjdubai ferrariworld vereinigtearabischeemirate mosche rodler wasserpark burjkhalifa arminrodler rodlerarmin,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_23.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/7165/6654319451_407751823d_c.jpg,Dubai (76),sea holiday beach strand island austria österreich sand meer dubai desert urlaub uae ferrari mosque palm insel emirates camel khalifa abudhabi arab armin burjalarab abu dhabi palme silvester unitedarabemirates thepalm sheik kamel gettyimages wüste 2012 jumeirah vae scheich 2011 burjdubai ferrariworld vereinigtearabischeemirate mosche rodler wasserpark burjkhalifa arminrodler rodlerarmin,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_24.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/7164/6645906013_0baf5c515d_c.jpg,Dubai (33),sea holiday beach strand island austria österreich sand meer dubai desert urlaub uae ferrari mosque palm insel emirates camel khalifa abudhabi arab armin burjalarab abu dhabi palme silvester unitedarabemirates thepalm sheik kamel gettyimages wüste 2012 jumeirah vae scheich 2011 burjdubai ferrariworld vereinigtearabischeemirate mosche rodler wasserpark burjkhalifa arminrodler rodlerarmin,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_25.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/5493/10105077286_748c3b62ac_c.jpg,"Dubai Marina. Dubai, United Arab Emirates",old city building creek skyscraper marina gold golden al dock sand skyscrapers desert united uae junction jewellery emirates khalifa abudhabi arab burjalarab oil souk abu dhabi emirate souq unitedarabemirates height burj medinat tallest suq,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_26.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/7011/6654073579_b346c52354_c.jpg,Dubai (60),sea holiday beach strand island austria österreich sand meer dubai desert urlaub uae ferrari mosque palm insel emirates camel khalifa abudhabi arab armin burjalarab abu dhabi palme silvester unitedarabemirates thepalm sheik kamel gettyimages wüste 2012 jumeirah vae scheich 2011 burjdubai ferrariworld vereinigtearabischeemirate mosche rodler wasserpark burjkhalifa arminrodler rodlerarmin,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_27.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/151/349365865_a7dcfc5698_c.jpg,Morning Haze,morning film haze october dubai uae 2006 burjalarab constructionsite swq takenbywalter jumeirah eos300,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_28.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/8149/7519039670_d80a5385a4_c.jpg,Dubai Marina 4,road summer sun hot tower modern creek mall shopping gold sand dubai skyscrapers desert market muslim islam united extreme towers markets uae dry center mosque arabic business emirates zayed khalifa arab commercial heat wealthy sheikh souq arid masjid allah capitalist islamic wealth jumeirah burj finance الإمارات dxb koran زايد avarice الشيخ دولة شارع العربية المتحدة دبيّ‎ جميرا‎,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_29.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/5285/5364267055_5fdcc54d11_c.jpg,"Trippin to Mesa, Az. & Vegas, visiting family and friends",california road camera city trip travel family friends vacation arizona cactus usa sun bus cars fun lights hotel la sand highway tour cops desert lasvegas map maps nevada fastfood motel az roadtrip reststop bbq visit tourist casino calif gas gasstation resort truckstop route freeway ribs directions brightlights roadkill gps roadside visitors backroads trippin greasyspoon smalltown hotrods tumbleweeds detour mapquest mesaaz outoftown speedtrap scenicdrive bigrigs interstatehighway ushwy hwypatrol,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_30.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/3848/14426753508_5dbccfacca_c.jpg,Burj Khalifa,road trip travel mountain color colour hoja tourism fountain colors beautiful car night photoshop mall hotel al amazing nice fantastic sand nikon perfect exposure dubai colours tour view desert superb fort hiking top unique empty dunes awesome united uae sigma tourist adventure emirates camel khalifa arab journey heat stunning excellent rolls lonely lovely abu dhabi incredible luxury breathtaking royce tal burj jebel liwa ain d300 hafeet atthetop photomatix moreeb slod300 mireb,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_31.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/8104/8509378413_cfb493024e_c.jpg,DSC05144,sahara algeria sand desert algerie wüste chott biskra sebkha tiaret souf aflou eloued dzayer ghardaia algerien laghouat touggourt beniisguen ouargla sebkra,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_32.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/8163/7519035184_cc3d361343_c.jpg,Dubai Marina 1,road summer sun hot tower modern creek mall shopping gold sand dubai skyscrapers desert market muslim islam united extreme towers markets uae dry center mosque arabic business emirates zayed khalifa arab commercial heat wealthy sheikh souq arid masjid allah capitalist islamic wealth jumeirah burj finance الإمارات dxb koran زايد avarice الشيخ دولة شارع العربية المتحدة دبيّ‎ جميرا‎,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_33.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/8485/8227718808_d4e6f3d380_c.jpg,Sharm El Sheikh,sea sun landscape sand desert egypt sharmelsheikh willis wulf,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_34.jpg
desert_city,desert city architecture sand city,1,https://live.staticflickr.com/7140/7519132664_5150d56908_c.jpg,Dubai Marina 43,road summer sun hot tower modern creek mall shopping gold sand dubai skyscrapers desert market muslim islam united extreme towers markets uae dry center mosque arabic business emirates zayed khalifa arab commercial heat wealthy sheikh souq arid masjid allah capitalist islamic wealth jumeirah burj finance الإمارات dxb koran زايد avarice الشيخ دولة شارع العربية المتحدة دبيّ‎ جميرا‎,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_35.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/7307/10105016155_2892e55d7d_c.jpg,"Seen from Burj Khalifa. Dubai, United Arab Emirates",old city building creek skyscraper marina gold golden al dock sand skyscrapers desert united uae junction jewellery emirates khalifa abudhabi arab burjalarab oil souk abu dhabi emirate souq unitedarabemirates height burj medinat tallest suq,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_36.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/8485/8227718808_d4e6f3d380_c.jpg,Sharm El Sheikh,sea sun landscape sand desert egypt sharmelsheikh willis wulf,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_37.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/7140/7519132664_5150d56908_c.jpg,Dubai Marina 43,road summer sun hot tower modern creek mall shopping gold sand dubai skyscrapers desert market muslim islam united extreme towers markets uae dry center mosque arabic business emirates zayed khalifa arab commercial heat wealthy sheikh souq arid masjid allah capitalist islamic wealth jumeirah burj finance الإمارات dxb koran زايد avarice الشيخ دولة شارع العربية المتحدة دبيّ‎ جميرا‎,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_38.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/4051/4708242980_34e36fa6c2_c.jpg,Coastal Dubai,ocean new city travel trees sea vacation urban tourism beach skyline modern geotagged office construction sand dubai realestate view desert towers uae perspective may middleeast palm resort arabic coastal arab highrise tropical tall monorail residential development unitedarabemirates deira dubaimarina jbr palmdeira steverosset,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_39.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/7258/7519190876_5c5b4aeaa2_c.jpg,Dubai Marina 104,road summer sun hot tower modern creek mall shopping gold sand dubai skyscrapers desert market muslim islam united extreme towers markets uae dry center mosque arabic business emirates zayed khalifa arab commercial heat wealthy sheikh souq arid masjid allah capitalist islamic wealth jumeirah burj finance الإمارات dxb koran زايد avarice الشيخ دولة شارع العربية المتحدة دبيّ‎ جميرا‎,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_40.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/8386/8509535057_095aa7bd41_c.jpg,DSC05234,sahara algeria sand desert algerie wüste chott biskra sebkha tiaret souf aflou eloued dzayer ghardaia algerien laghouat touggourt beniisguen ouargla sebkra,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_41.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/3854/14585067834_7ce3af584b_c.jpg,Gran Canaria 02,blue panorama mountain holiday mountains green beach nature berg grancanaria clouds strand schweiz switzerland high spain sand heaven day dorf village desert suisse cloudy withe swiss kanaren urlaub natur himmel wolken panasonic berge canary grün blau stein weiss ferien spanien rundblick digitalimage laspalmas hoch grandcanary panasoniclumix copyrightpascalmichelreusser pascalmichelreusser panasoniclumixdmctz31 panasonicdmctz31,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_42.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/7272/7517060196_1781e0542c_c.jpg,Sheikh Zayed Road 50,road summer sun hot tower modern creek mall shopping gold sand dubai skyscrapers desert market muslim islam united extreme towers markets uae dry center mosque arabic business emirates zayed khalifa arab commercial heat wealthy sheikh souq arid masjid allah capitalist islamic wealth jumeirah burj finance الإمارات dxb koran زايد avarice الشيخ دولة شارع العربية المتحدة دبيّ‎ جميرا‎,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_43.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/8717/16673977260_0b722d3df0_c.jpg,,las vegas water boats sand neon desert grandcanyon nevada casino helicopter venetian thestrip bellagio hotels fountains mgm newyorknewyork gondolas,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_44.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/8023/7517075460_881462f315_c.jpg,Sheikh Zayed Road 60,road summer sun hot tower modern creek mall shopping gold sand dubai skyscrapers desert market muslim islam united extreme towers markets uae dry center mosque arabic business emirates zayed khalifa arab commercial heat wealthy sheikh souq arid masjid allah capitalist islamic wealth jumeirah burj finance الإمارات dxb koran زايد avarice الشيخ دولة شارع العربية المتحدة دبيّ‎ جميرا‎,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_45.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/8482/8180378578_548362c417_c.jpg,Dubai Creek,skyline sand day skyscrapers desert dune uae clear oasis abudhabi barren camels development unitedarabemirates opulent wealth bedouin burjkhalifa urbandevelopmentprojects,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_46.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/7169/6647902299_3eb8c80959_c.jpg,Dubai HDR (20),sea holiday beach strand island austria österreich sand meer dubai desert urlaub uae ferrari mosque palm insel emirates camel khalifa abudhabi arab armin burjalarab abu dhabi palme silvester unitedarabemirates thepalm sheik kamel gettyimages wüste 2012 jumeirah vae scheich 2011 burjdubai ferrariworld vereinigtearabischeemirate mosche rodler wasserpark burjkhalifa arminrodler rodlerarmin,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_47.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/8425/7836438220_7c364f8c3c_c.jpg,IMG_2500,travel sunset sea landscape outdoors israel boat sand cityscape desert harbour jetty transport eilat groundcover hadarom,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_48.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/2919/14764433966_41148c11fb_c.jpg,Dubai Marina,road trip travel mountain color colour hoja tourism fountain colors beautiful car night skyscraper marina photoshop mall hotel al amazing nice fantastic sand nikon perfect exposure dubai colours tour view desert superb fort hiking top unique empty dunes awesome united uae sigma tourist adventure emirates camel khalifa arab journey heat stunning excellent rolls lonely lovely abu dhabi incredible luxury breathtaking royce tal burj jebel liwa ain d300 hafeet atthetop photomatix moreeb slod300 mireb,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_49.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/8015/7517109432_334858fb96_c.jpg,Sheikh Zayed Road 63,road summer sun hot tower modern creek mall shopping gold sand dubai skyscrapers desert market muslim islam united extreme towers markets uae dry center mosque arabic business emirates zayed khalifa arab commercial heat wealthy sheikh souq arid masjid allah capitalist islamic wealth jumeirah burj finance الإمارات dxb koran زايد avarice الشيخ دولة شارع العربية المتحدة دبيّ‎ جميرا‎,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_50.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/7159/6648091099_8a2199eb01_c.jpg,Dubai Panorama (10),sea holiday beach strand island austria österreich sand meer dubai desert urlaub uae ferrari mosque palm insel emirates camel khalifa abudhabi arab armin burjalarab abu dhabi palme silvester unitedarabemirates thepalm sheik kamel gettyimages wüste 2012 jumeirah vae scheich 2011 burjdubai ferrariworld vereinigtearabischeemirate mosche rodler wasserpark burjkhalifa arminrodler rodlerarmin,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_51.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/8013/7519189316_1df627e2f8_c.jpg,Dubai Marina 103,road summer sun hot tower modern creek mall shopping gold sand dubai skyscrapers desert market muslim islam united extreme towers markets uae dry center mosque arabic business emirates zayed khalifa arab commercial heat wealthy sheikh souq arid masjid allah capitalist islamic wealth jumeirah burj finance الإمارات dxb koran زايد avarice الشيخ دولة شارع العربية المتحدة دبيّ‎ جميرا‎,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_52.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/7270/7519136220_5586ea4ac5_c.jpg,Dubai Marina 69,dubai uae united arab emirates arabic dxb souq islam islamic muslim allah koran mosque masjid market markets modern commercial business wealth wealthy gold heat summer desert sun sand dry arid extreme hot tower towers skyscrapers creek burj khalifa capitalist finance mall shopping center avarice دبيّ‎ دولة الإمارات العربية المتحدة sheikh zayed road jumeirah جميرا‎ شارع الشيخ زايد,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_53.jpg
desert_city,desert city architecture sand city,2,https://live.staticflickr.com/7156/6645773787_d16af769ae_c.jpg,Dubai (91),city sea holiday beach strand island austria town österreich sand meer dubai desert urlaub uae ferrari mosque palm insel emirates camel khalifa abudhabi arab armin burjalarab stadt abu dhabi palme silvester unitedarabemirates thepalm sheik kamel gettyimages wüste 2012 jumeirah reise vae scheich 2011 burjdubai ferrariworld vereinigtearabischeemirate mosche rodler wasserpark unitesarabemirates burjkhalifa arminrodler rodlerarmin,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_54.jpg
