unit_id,city_group,dominant_emotion,keywords,matched_city_type,image_rank,title,image_url,local_path,score
4,Cities & Memory 3,neutral,"['past', 'zaira', 'tell', 'steps', 'streets', 'telling', 'height', 'lamppost', 'railing', 'guttering', 'gunboat', 'dock']",desert_city,2,"Seen from Burj Khalifa. Dubai, United Arab Emirates",https://live.staticflickr.com/7413/10105024005_6f693efe44_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_59.jpg,6
4,Cities & Memory 3,neutral,"['past', 'zaira', 'tell', 'steps', 'streets', 'telling', 'height', 'lamppost', 'railing', 'guttering', 'gunboat', 'dock']",surreal_city,3,ghost luggage,https://live.staticflickr.com/65535/54366895467_85899423f2_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\surreal_city\surreal_city_5.jpg,4
5,Cities & Desire 2,desire,"['anastasia', 'desire', 'sometimes', 'agate', 'onyx', 'chrysoprase', 'desires', 'form', 'moving', 'southward', 'upon', 'concentric']",circular_city,1,"Eiffel Tower, Champ De Mars, Paris, France.",https://live.staticflickr.com/65535/52237996401_f5fe00fc14_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\circular_city\circular_city_8.jpg,8
5,Cities & Desire 2,desire,"['anastasia', 'desire', 'sometimes', 'agate', 'onyx', 'chrysoprase', 'desires', 'form', 'moving', 'southward', 'upon', 'concentric']",vertical_city,2,The Secret Spots in Tokyo,https://live.staticflickr.com/2564/4077315602_d0eb5ffde4_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_39.jpg,5
5,Cities & Desire 2,desire,"['anastasia', 'desire', 'sometimes', 'agate', 'onyx', 'chrysoprase', 'desires', 'form', 'moving', 'southward', 'upon', 'concentric']",floating_city,3,Fantasy in Dream 2011,https://live.staticflickr.com/8845/18449968065_c8ae5d180c_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\floating_city\floating_city_3.jpg,4
6,Cities & Signs 1,sadness,"['sign', 'tamara', 'trees', 'stones', 'streets', 'thick', 'statues', 'signs', 'clouds', 'walk', 'rarely', 'light']",ruin_city,1,Dystopian,https://live.staticflickr.com/3953/15477020460_631cd4e82a_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_52.jpg,15
6,Cities & Signs 1,sadness,"['sign', 'tamara', 'trees', 'stones', 'streets', 'thick', 'statues', 'signs', 'clouds', 'walk', 'rarely', 'light']",vertical_city,2,221001134154,https://live.staticflickr.com/65535/52434042853_7ddfede664_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_44.jpg,9
6,Cities & Signs 1,sadness,"['sign', 'tamara', 'trees', 'stones', 'streets', 'thick', 'statues', 'signs', 'clouds', 'walk', 'rarely', 'light']",surreal_city,3,Ethereal Autumn,https://live.staticflickr.com/1331/5101520263_571c8dbb9d_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\surreal_city\surreal_city_51.jpg,7
7,Cities & Memory 4,desire,"['zora', 'point', 'streets', 'memory', 'houses', 'along', 'order', 'beyond', 'rivers', 'mountain', 'ranges', 'rises']",surreal_city,1,The Stars Are Out Tonight,https://live.staticflickr.com/65535/54577326738_95456d2cf2_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\surreal_city\surreal_city_4.jpg,4
7,Cities & Memory 4,desire,"['zora', 'point', 'streets', 'memory', 'houses', 'along', 'order', 'beyond', 'rivers', 'mountain', 'ranges', 'rises']",floating_city,2,Fantasy in Dream 2011,https://live.staticflickr.com/8845/18449968065_c8ae5d180c_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\floating_city\floating_city_3.jpg,4
7,Cities & Memory 4,desire,"['zora', 'point', 'streets', 'memory', 'houses', 'along', 'order', 'beyond', 'rivers', 'mountain', 'ranges', 'rises']",desert_city,3,Dubai Marina,https://live.staticflickr.com/5564/14784287001_7584104651_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_18.jpg,3
8,Cities & Desire 3,neutral,"['camel', 'thinks', 'desert', 'despina', 'ship', 'different', 'driver', 'sees', 'knows', 'away', 'sailor', 'form']",desert_city,1,Dubai Creek,https://live.staticflickr.com/8482/8180378578_548362c417_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_46.jpg,12
8,Cities & Desire 3,neutral,"['camel', 'thinks', 'desert', 'despina', 'ship', 'different', 'driver', 'sees', 'knows', 'away', 'sailor', 'form']",vertical_city,2,The Spaceship of Tokyo,https://live.staticflickr.com/4020/4445450019_3f4a758e31_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_41.jpg,6
8,Cities & Desire 3,neutral,"['camel', 'thinks', 'desert', 'despina', 'ship', 'different', 'driver', 'sees', 'knows', 'away', 'sailor', 'form']",ruin_city,3,Abandoned graves,https://live.staticflickr.com/4240/35329703955_4d1f3537bd_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_3.jpg,3
9,Cities & Signs 2,desire,"['zirma', 'blind', 'black', 'girl', 'puma', 'redundant', 'repeats', 'memory', 'travellers', 'return', 'distinct', 'memories']",surreal_city,1,The Stars Are Out Tonight,https://live.staticflickr.com/65535/54577326738_95456d2cf2_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\surreal_city\surreal_city_4.jpg,7
9,Cities & Signs 2,desire,"['zirma', 'blind', 'black', 'girl', 'puma', 'redundant', 'repeats', 'memory', 'travellers', 'return', 'distinct', 'memories']",floating_city,2,Fantasy in Dream 2011,https://live.staticflickr.com/8845/18449968065_c8ae5d180c_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\floating_city\floating_city_3.jpg,4
9,Cities & Signs 2,desire,"['zirma', 'blind', 'black', 'girl', 'puma', 'redundant', 'repeats', 'memory', 'travellers', 'return', 'distinct', 'memories']",vertical_city,3,Vertical Infinity,https://live.staticflickr.com/65535/53806687970_16c4e08ef7_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_38.jpg,3
10,Thin Cities 1,desire,"['marco', 'past', 'khan', 'polo', 'place', 'great', 'kublai', 'imagined', 'empire', 'question', 'isaura', 'lake']",desert_city,1,Where the streets have no name..,https://live.staticflickr.com/6158/6186017968_b6414021a0_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_1.jpg,6
10,Thin Cities 1,desire,"['marco', 'past', 'khan', 'polo', 'place', 'great', 'kublai', 'imagined', 'empire', 'question', 'isaura', 'lake']",surreal_city,2,A Secret Place,https://live.staticflickr.com/7158/6802016909_206ec9fc90_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\surreal_city\surreal_city_1.jpg,5
10,Thin Cities 1,desire,"['marco', 'past', 'khan', 'polo', 'place', 'great', 'kublai', 'imagined', 'empire', 'question', 'isaura', 'lake']",floating_city,3,Fantasy in Dream 2011,https://live.staticflickr.com/8845/18449968065_c8ae5d180c_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\floating_city\floating_city_3.jpg,4
11,Cities & Memory 5,desire,"['maurilia', 'place', 'postcards', 'traveller', 'inhabitants', 'metropolis', 'provincial', 'different', 'another', 'name', 'invited', 'visit']",desert_city,1,Where the streets have no name..,https://live.staticflickr.com/6158/6186017968_b6414021a0_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_1.jpg,6
11,Cities & Memory 5,desire,"['maurilia', 'place', 'postcards', 'traveller', 'inhabitants', 'metropolis', 'provincial', 'different', 'another', 'name', 'invited', 'visit']",monumental_city,2,PALAIS ROYAL D'AMSTERDAM MAI 2014,https://live.staticflickr.com/5608/15605767481_fec8c5ea2a_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\monumental_city\monumental_city_26.jpg,6
11,Cities & Memory 5,desire,"['maurilia', 'place', 'postcards', 'traveller', 'inhabitants', 'metropolis', 'provincial', 'different', 'another', 'name', 'invited', 'visit']",circular_city,3,"Eiffel Tower, Champ De Mars, Paris, France.",https://live.staticflickr.com/65535/52238005018_143e3bd0b2_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\circular_city\circular_city_4.jpg,5
12,Cities & Desire 4,desire,"['fedora', 'globe', 'possible', 'stone', 'building', 'room', 'looking', 'model', 'imagined', 'longer', 'glass', 'globes']",vertical_city,1,Tomorrow Is Yesterday - Futuristic City London,https://live.staticflickr.com/7320/8721695315_74ba5e7c59_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_34.jpg,9
12,Cities & Desire 4,desire,"['fedora', 'globe', 'possible', 'stone', 'building', 'room', 'looking', 'model', 'imagined', 'longer', 'glass', 'globes']",surreal_city,2,Model Building,https://live.staticflickr.com/4065/4477631689_911f24cac5_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\surreal_city\surreal_city_2.jpg,8
12,Cities & Desire 4,desire,"['fedora', 'globe', 'possible', 'stone', 'building', 'room', 'looking', 'model', 'imagined', 'longer', 'glass', 'globes']",desert_city,3,Where the streets have no name..,https://live.staticflickr.com/6158/6186017968_b6414021a0_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_1.jpg,6
13,Cities & Signs 3,neutral,"['different', 'mind', 'features', 'existence', 'travelling', 'know', 'awaiting', 'along', 'route', 'wonders', 'palace', 'barracks']",monumental_city,1,PLAZA DE SANTA ANA MADRID 5443 1-1-2016,https://live.staticflickr.com/5794/23488325333_e83436cf23_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\monumental_city\monumental_city_6.jpg,6
13,Cities & Signs 3,neutral,"['different', 'mind', 'features', 'existence', 'travelling', 'know', 'awaiting', 'along', 'route', 'wonders', 'palace', 'barracks']",ruin_city,2,"The palace of shame that makes China angry... solemn act of retribution.. ""I shall see before my mind's eye some scene from those grounds, those palaces, and ever regret the stern but just necessity which laid them in ashes.""James M'Ghee",https://live.staticflickr.com/2863/33440885981_8aacb0d4ac_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_55.jpg,6
13,Cities & Signs 3,neutral,"['different', 'mind', 'features', 'existence', 'travelling', 'know', 'awaiting', 'along', 'route', 'wonders', 'palace', 'barracks']",vertical_city,3,"Wien, 3. Bezirk (Schloss Belvedere), Palacio de Belvedere, Belvedere Palace, Palazzo di Belvedere, le Palais de Belvedere",https://live.staticflickr.com/7146/6400066581_9f428c5584_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_46.jpg,3
14,Thin Cities 2,joy,"['zenobia', 'pilings', 'another', 'give', 'form', 'whether', 'perhaps', 'happy', 'always', 'desires', 'tell', 'wonderful']",vertical_city,1,The Secret Spots in Tokyo,https://live.staticflickr.com/2564/4077315602_d0eb5ffde4_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_39.jpg,5
14,Thin Cities 2,joy,"['zenobia', 'pilings', 'another', 'give', 'form', 'whether', 'perhaps', 'happy', 'always', 'desires', 'tell', 'wonderful']",circular_city,2,"Golden Statues & Eiffel Tower Viewed From The Palais De Chaillot, Paris, France.",https://live.staticflickr.com/65535/52237009217_c3a123152d_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\circular_city\circular_city_6.jpg,4
14,Thin Cities 2,joy,"['zenobia', 'pilings', 'another', 'give', 'form', 'whether', 'perhaps', 'happy', 'always', 'desires', 'tell', 'wonderful']",desert_city,3,"Trippin to Mesa, Az. & Vegas, visiting family and friends",https://live.staticflickr.com/5285/5364267055_5fdcc54d11_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_30.jpg,4
15,Trading Cities 1,joy,"['marco', 'words', 'journey', 'another', 'objects', 'gestures', 'hands', 'mind', 'euphemia', 'filled', 'great', 'around']",circular_city,1,"Golden Statues & Eiffel Tower Viewed From The Palais De Chaillot, Paris, France.",https://live.staticflickr.com/65535/52237009217_c3a123152d_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\circular_city\circular_city_6.jpg,7
15,Trading Cities 1,joy,"['marco', 'words', 'journey', 'another', 'objects', 'gestures', 'hands', 'mind', 'euphemia', 'filled', 'great', 'around']",desert_city,2,Where the streets have no name..,https://live.staticflickr.com/6158/6186017968_b6414021a0_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_1.jpg,5
15,Trading Cities 1,joy,"['marco', 'words', 'journey', 'another', 'objects', 'gestures', 'hands', 'mind', 'euphemia', 'filled', 'great', 'around']",monumental_city,3,27371,https://live.staticflickr.com/4163/34539126392_4a1de17134_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\monumental_city\monumental_city_32.jpg,3
16,Cities & Desire 5,desire,"['dream', 'streets', 'zobeide', 'woman', 'arrive', 'night', 'dreamed', 'lost', 'found', 'spot', 'escape', 'again']",surreal_city,1,The Stars Are Out Tonight,https://live.staticflickr.com/65535/54577326738_95456d2cf2_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\surreal_city\surreal_city_43.jpg,16
16,Cities & Desire 5,desire,"['dream', 'streets', 'zobeide', 'woman', 'arrive', 'night', 'dreamed', 'lost', 'found', 'spot', 'escape', 'again']",vertical_city,2,Tokyo Kabukicho Tower,https://live.staticflickr.com/65535/54155174481_678cc38e19_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_58.jpg,9
16,Cities & Desire 5,desire,"['dream', 'streets', 'zobeide', 'woman', 'arrive', 'night', 'dreamed', 'lost', 'found', 'spot', 'escape', 'again']",floating_city,3,Fantasy in Dream 2011,https://live.staticflickr.com/8845/18449968065_c8ae5d180c_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\floating_city\floating_city_3.jpg,7
17,Cities & Signs 4,joy,"['hypatia', 'language', 'know', 'entered', 'garden', 'young', 'beautiful', 'eyes', 'highest', 'down', 'sought', 'grave']",circular_city,1,"Golden Statues & Eiffel Tower Viewed From The Palais De Chaillot, Paris, France.",https://live.staticflickr.com/65535/52237009217_c3a123152d_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\circular_city\circular_city_6.jpg,10
17,Cities & Signs 4,joy,"['hypatia', 'language', 'know', 'entered', 'garden', 'young', 'beautiful', 'eyes', 'highest', 'down', 'sought', 'grave']",vertical_city,2,Central Park Sydney,https://live.staticflickr.com/7586/17033501677_6ccd0e2a67_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_12.jpg,8
17,Cities & Signs 4,joy,"['hypatia', 'language', 'know', 'entered', 'garden', 'young', 'beautiful', 'eyes', 'highest', 'down', 'sought', 'grave']",desert_city,3,A City By Day Just Isn’t the Same,https://live.staticflickr.com/5146/5691799788_1894ce149b_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_4.jpg,6
18,Thin Cities 3,neutral,"['water', 'pipes', 'armilla', 'showers', 'whether', 'floors', 'seem', 'taps', 'young', 'nymphs', 'unfinished', 'demolished']",vertical_city,1,Up,https://live.staticflickr.com/65535/49870993056_d500390885_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_36.jpg,3
18,Thin Cities 3,neutral,"['water', 'pipes', 'armilla', 'showers', 'whether', 'floors', 'seem', 'taps', 'young', 'nymphs', 'unfinished', 'demolished']",desert_city,2,,https://live.staticflickr.com/8717/16673977260_0b722d3df0_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_44.jpg,3
18,Thin Cities 3,neutral,"['water', 'pipes', 'armilla', 'showers', 'whether', 'floors', 'seem', 'taps', 'young', 'nymphs', 'unfinished', 'demolished']",ruin_city,3,j,https://live.staticflickr.com/6041/6310529395_ed6d5b0b26_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_24.jpg,3
19,Trading Cities 2,neutral,"['eyes', 'along', 'chloe', 'another', 'meetings', 'stopping', 'twirling', 'woman', 'beneath', 'great', 'move', 'streets']",vertical_city,1,"Shanghai, a vertical city",https://live.staticflickr.com/3871/15061621629_3d49f86be9_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_2.jpg,3
19,Trading Cities 2,neutral,"['eyes', 'along', 'chloe', 'another', 'meetings', 'stopping', 'twirling', 'woman', 'beneath', 'great', 'move', 'streets']",circular_city,2,"Louvre Palace... Tuileries Gardens...It was intended to ""equal in greatness and magnificence that of the Château de Versailles""",https://live.staticflickr.com/65535/54305589792_2c0590d3cb_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\circular_city\circular_city_18.jpg,3
19,Trading Cities 2,neutral,"['eyes', 'along', 'chloe', 'another', 'meetings', 'stopping', 'twirling', 'woman', 'beneath', 'great', 'move', 'streets']",monumental_city,3,Curzon Street Birmingham 9th May 2016,https://live.staticflickr.com/1903/43172650200_275e2b05af_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\monumental_city\monumental_city_23.jpg,3
20,Cities & Eyes 1,fear,"['mirror', 'valdrada', 'above', 'know', 'marco', 'khan', 'never', 'lake', 'look', 'water', 'exists', 'point']",floating_city,1,Zurich pink to blue,https://live.staticflickr.com/584/31557786020_1f8467ddb1_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\floating_city\floating_city_57.jpg,9
20,Cities & Eyes 1,fear,"['mirror', 'valdrada', 'above', 'know', 'marco', 'khan', 'never', 'lake', 'look', 'water', 'exists', 'point']",surreal_city,2,silent rain under the silver moon (AI),https://live.staticflickr.com/65535/54565885841_255d683a65_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\surreal_city\surreal_city_39.jpg,5
20,Cities & Eyes 1,fear,"['mirror', 'valdrada', 'above', 'know', 'marco', 'khan', 'never', 'lake', 'look', 'water', 'exists', 'point']",vertical_city,3,Equilibrium,https://live.staticflickr.com/65535/54699291157_b7e098a484_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_40.jpg,5
21,Cities & Signs 5,neutral,"['words', 'olivia', 'describe', 'never', 'mullioned', 'windows', 'soot', 'speak', 'saddlers', 'women', 'repeated', 'thousands']",vertical_city,1,221001134154,https://live.staticflickr.com/65535/52434042853_7ddfede664_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_44.jpg,3
21,Cities & Signs 5,neutral,"['words', 'olivia', 'describe', 'never', 'mullioned', 'windows', 'soot', 'speak', 'saddlers', 'women', 'repeated', 'thousands']",ruin_city,2,THE OLD FORST BUILDING RUIN IN AUG 2004,https://live.staticflickr.com/2429/3780279508_87ae79fb01_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_53.jpg,3
21,Cities & Signs 5,neutral,"['words', 'olivia', 'describe', 'never', 'mullioned', 'windows', 'soot', 'speak', 'saddlers', 'women', 'repeated', 'thousands']",floating_city,3,,https://live.staticflickr.com/5040/7193073230_f97b260e2e_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\floating_city\floating_city_32.jpg,3
22,Thin Cities 4,fear,"['half', 'sophronia', 'roller', 'coaster', 'stone', 'marble', 'cement', 'stand', 'great', 'steep', 'humps', 'carousel']",surreal_city,1,silent rain under the silver moon (AI),https://live.staticflickr.com/65535/54565885841_255d683a65_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\surreal_city\surreal_city_39.jpg,5
22,Thin Cities 4,fear,"['half', 'sophronia', 'roller', 'coaster', 'stone', 'marble', 'cement', 'stand', 'great', 'steep', 'humps', 'carousel']",ruin_city,2,nonlinear thoughts on this linear road,https://live.staticflickr.com/7856/33059858248_898ecaa78a_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_2.jpg,3
22,Thin Cities 4,fear,"['half', 'sophronia', 'roller', 'coaster', 'stone', 'marble', 'cement', 'stand', 'great', 'steep', 'humps', 'carousel']",circular_city,3,"Louvre Palace... Tuileries Gardens...It was intended to ""equal in greatness and magnificence that of the Château de Versailles""",https://live.staticflickr.com/65535/54305589792_2c0590d3cb_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\circular_city\circular_city_18.jpg,3
23,Trading Cities 3,sadness,"['eutropia', 'another', 'empty', 'life', 'move', 'different', 'others', 'inhabitants', 'greet', 'identical', 'repeat', 'enters']",ruin_city,1,"Ruins near Chesapeake City, Maryland.",https://live.staticflickr.com/65535/52623747779_c27d8628e8_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_28.jpg,9
23,Trading Cities 3,sadness,"['eutropia', 'another', 'empty', 'life', 'move', 'different', 'others', 'inhabitants', 'greet', 'identical', 'repeat', 'enters']",desert_city,2,Dubai Marina,https://live.staticflickr.com/2919/14764433966_41148c11fb_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_49.jpg,7
23,Trading Cities 3,sadness,"['eutropia', 'another', 'empty', 'life', 'move', 'different', 'others', 'inhabitants', 'greet', 'identical', 'repeat', 'enters']",vertical_city,3,"Shanghai, a vertical city",https://live.staticflickr.com/3871/15061621629_3d49f86be9_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_2.jpg,6
24,Cities & Eyes 2,neutral,"['zemrude', 'along', 'gaze', 'mood', 'beholder', 'gives', 'form', 'whistling', 'nose', 'tilt', 'behind', 'whistle']",vertical_city,1,Between Towers,https://live.staticflickr.com/65535/48349220892_094bd3da13_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_32.jpg,3
24,Cities & Eyes 2,neutral,"['zemrude', 'along', 'gaze', 'mood', 'beholder', 'gives', 'form', 'whistling', 'nose', 'tilt', 'behind', 'whistle']",ruin_city,2,"Katowice, Poland.",https://live.staticflickr.com/65535/51235025405_985fe72b70_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_29.jpg,3
24,Cities & Eyes 2,neutral,"['zemrude', 'along', 'gaze', 'mood', 'beholder', 'gives', 'form', 'whistling', 'nose', 'tilt', 'behind', 'whistle']",monumental_city,3,"Wien, 1. Bezirk, Kärntnerring, Hotel Imperial (former Palais Württemberg)",https://live.staticflickr.com/1002/5189783181_c5b03b2bfa_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\monumental_city\monumental_city_22.jpg,3
