unit_id,city_group,search_query,image_rank,image_url,source_url,title,local_path,download_success,error_x,file_exists,width,height,valid_image,error_y,caption,caption_dominant_emotion,awe,joy,sadness,fear,desire
4,Cities & Memory 3,"surreal city architecture, streets, lamppost, railing, dock, neutral atmosphere",3,https://thumbs.dreamstime.com/z/ai-generated-image-old-evening-house-street-lamp-surreal-magritte-inspired-fantasy-photo-enchanting-evoking-304295676.jpg,https://cartoondealer.com/image/304295676/ai-generated-image-old-evening-house-street-lamp-surreal-magritte-inspired-fantasy-photo.html,"AI-Generated Image Of Old Evening House With Street Lamp, Surreal ...",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\04_Cities_&_Memory_3\img_03.jpg,True,,True,1600.0,1295.0,True,,a street light in the evening with a cloudy sky,joy,0.0,1.0,0.0,0.0,0.0
5,Cities & Desire 2,"surreal city architecture, agate, onyx, concentric, anastasia, desire atmosphere",1,https://img.freepik.com/premium-photo/historic-european-city-with-concentric-circular-architecture-waterways-showing-person_1291600-34032.jpg?w=2000,https://www.freepik.com/premium-ai-image/historic-european-city-with-concentric-circular-architecture-waterways-showing-person_293865104.htm,A historic European city with concentric circular architecture and ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\05_Cities_&_Desire_2\img_01.jpg,True,,True,2000.0,1121.0,True,,aerial view of the city of rome,neutral,0.0,0.0,0.0,0.0,0.0
5,Cities & Desire 2,"surreal city architecture, agate, onyx, concentric, anastasia, desire atmosphere",2,https://img.freepik.com/premium-photo/concentric-city-aerial-view-urban-planning-radiating-outward_905033-22438.jpg,https://www.freepik.com/free-photos-vectors/concentric-city,Concentric City Images - Free Download on Freepik,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\05_Cities_&_Desire_2\img_02.jpg,True,,True,626.0,351.0,True,,a circular view of a city with buildings,neutral,0.0,0.0,0.0,0.0,0.0
5,Cities & Desire 2,"surreal city architecture, agate, onyx, concentric, anastasia, desire atmosphere",3,https://cdnb.artstation.com/p/assets/images/images/027/424/893/large/christophe-tritz-sf05.jpg?1591507664,https://www.artstation.com/artwork/nYw0m9,ArtStation - Abstract/Crystal city - Voxel art,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\05_Cities_&_Desire_2\img_03.jpg,True,,True,1488.0,2048.0,True,,a futuristic city with a lot of buildings and lots of trees,neutral,0.0,0.0,0.0,0.0,0.0
6,Cities & Signs 1,"surreal city architecture, trees, stones, streets, statues, sadness atmosphere",1,https://img.freepik.com/premium-photo/abandoned-armaggedon-postapocalyptic-city-owergrown-vegetation_948265-219965.jpg,https://www.freepik.com/free-photos-vectors/surreal-urban-environment,Surreal Urban Environment Images - Free Download on Freepik,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\06_Cities_&_Signs_1\img_01.jpg,True,,True,626.0,626.0,True,,the city of flowers in the middle of a city,neutral,0.0,0.0,0.0,0.0,0.0
6,Cities & Signs 1,"surreal city architecture, trees, stones, streets, statues, sadness atmosphere",2,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/ae098a88-1ead-4647-937c-e5f4f22611f8/dfs5kwu-428c1d07-3750-45f2-9f95-64b5c9d3ea02.png/v1/fill/w_1000,h_800,q_70,strp/surreal_cityscape_by_eggressive_dfs5kwu-pre.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9OTYwIiwicGF0aCI6IlwvZlwvYWUwOThhODgtMWVhZC00NjQ3LTkzN2MtZTVmNGYyMjYxMWY4XC9kZnM1a3d1LTQyOGMxZDA3LTM3NTAtNDVmMi05Zjk1LTY0YjVjOWQzZWEwMi5wbmciLCJ3aWR0aCI6Ijw9MTIwMCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.GUyQABOw8lkMjW-PMht66jDwQRVveErPO-0Jq3euaVY",https://www.deviantart.com/eggressive/art/Surreal-Cityscape-954282270,Surreal Cityscape by eggressive on DeviantArt,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\06_Cities_&_Signs_1\img_02.jpg,True,,True,1000.0,800.0,True,,a city with many buildings and a cloudy sky,neutral,0.0,0.0,0.0,0.0,0.0
6,Cities & Signs 1,"surreal city architecture, trees, stones, streets, statues, sadness atmosphere",3,https://img.freepik.com/premium-photo/abandoned-armaggedon-postapocalyptic-city-owergrown-vegetation_948265-219907.jpg,https://www.freepik.com/free-photos-vectors/surreal-cityscapes/11,Page 11 | Surreal Cityscapes Images - Free Download on Freepik,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\06_Cities_&_Signs_1\img_03.jpg,True,,True,626.0,626.0,True,,a city with lots of flowers in the middle of it,neutral,0.0,0.0,0.0,0.0,0.0
7,Cities & Memory 4,"surreal city architecture, streets, houses, zora, point, desire atmosphere",1,https://img.freepik.com/premium-photo/surreal-streets-city-structure_1015255-154768.jpg?w=900,https://www.freepik.com/premium-ai-image/surreal-streets-city-structure_279363907.htm,Surreal streets city structure in the | Premium AI-generated image,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\07_Cities_&_Memory_4\img_01.jpg,True,,True,692.0,900.0,True,,a futuristic city with a futuristic building and a futuristic car,neutral,0.0,0.0,0.0,0.0,0.0
7,Cities & Memory 4,"surreal city architecture, streets, houses, zora, point, desire atmosphere",2,https://thumbs.dreamstime.com/z/surreal-city-mirage-surreal-panorama-where-reality-illusion-blend-creating-mirage-like-cityscape-distorted-surreal-city-282267933.jpg,https://www.dreamstime.com/surreal-city-mirage-surreal-panorama-where-reality-illusion-blend-creating-mirage-like-cityscape-distorted-surreal-city-image282267933,Surreal City Mirage: Surreal Panorama Where Reality and Illusion Blend ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\07_Cities_&_Memory_4\img_02.jpg,True,,True,1600.0,1156.0,True,,a digital painting of a cityscang stock illustration,neutral,0.0,0.0,0.0,0.0,0.0
7,Cities & Memory 4,"surreal city architecture, streets, houses, zora, point, desire atmosphere",3,https://i.pinimg.com/originals/64/0f/f8/640ff83538db4907d40191cfadc01e20.jpg,https://www.pinterest.com/pin/surreal-city-art-poster-newworlds-art--1022669027866141628/,"Surreal City Art Poster - NewWorlds Art | City art, Art galleries ...",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\07_Cities_&_Memory_4\img_03.jpg,True,,True,2048.0,2048.0,True,,a city with lots of buildings and lots of buildings,neutral,0.0,0.0,0.0,0.0,0.0
8,Cities & Desire 3,"surreal city architecture, desert, ship, camel, thinks, neutral atmosphere",1,https://img.freepik.com/premium-photo/surreal-camel-desert-fusion-minimalism-sciencefiction_899449-121246.jpg?w=2000,https://www.freepik.com/premium-ai-image/surreal-camel-desert-fusion-minimalism-sciencefiction_138205999.htm,Premium Photo | Surreal Camel In The Desert A Fusion Of Minimalism And ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\08_Cities_&_Desire_3\img_01.jpg,True,,True,2000.0,1121.0,True,,a camel in the desert,neutral,0.0,0.0,0.0,0.0,0.0
8,Cities & Desire 3,"surreal city architecture, desert, ship, camel, thinks, neutral atmosphere",2,https://png.pngtree.com/thumb_back/fw800/background/20220509/pngtree-camel-in-the-desert-desert-ship-camel-destination-photo-image_24339468.jpg,https://pngtree.com/freebackground/camel-in-the-desert-desert-ship-camel-destination-photo_8986465.html,Camel In The Desert Desert Ship Camel Destination Photo Background And ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\08_Cities_&_Desire_3\img_02.jpg,True,,True,960.0,646.0,True,,a camel in the desert at sunset,neutral,0.0,0.0,0.0,0.0,0.0
8,Cities & Desire 3,"surreal city architecture, desert, ship, camel, thinks, neutral atmosphere",3,https://c8.alamy.com/comp/T3929H/ancient-ship-in-desert-surreal-art-T3929H.jpg,https://www.alamy.com/ancient-ship-in-desert-surreal-art-image242988525.html,Ancient ship in desert. Surreal art Stock Photo - Alamy,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\08_Cities_&_Desire_3\img_03.jpg,True,,True,1300.0,902.0,True,,a man running across a desert with a ship in the background - stock image,neutral,0.0,0.0,0.0,0.0,0.0
9,Cities & Signs 2,"surreal city architecture, blind, puma, zirma, black, desire atmosphere",1,https://assets.yellowtrace.com.au/wp-content/uploads/2016/08/Osaka-Skyline-Transformed-into-Surreal-Architectural-Vision-Yellowtrace-02.jpg,https://fity.club/lists/suggestions/City-Surreal-Architecture/,City Surreal Architecture,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\09_Cities_&_Signs_2\img_01.jpg,True,,True,1400.0,785.0,True,,a large city with many buildings and a large spiral,neutral,0.0,0.0,0.0,0.0,0.0
9,Cities & Signs 2,"surreal city architecture, blind, puma, zirma, black, desire atmosphere",2,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/ae098a88-1ead-4647-937c-e5f4f22611f8/dfs5kwu-428c1d07-3750-45f2-9f95-64b5c9d3ea02.png/v1/fill/w_1000,h_800,q_70,strp/surreal_cityscape_by_eggressive_dfs5kwu-pre.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9OTYwIiwicGF0aCI6IlwvZlwvYWUwOThhODgtMWVhZC00NjQ3LTkzN2MtZTVmNGYyMjYxMWY4XC9kZnM1a3d1LTQyOGMxZDA3LTM3NTAtNDVmMi05Zjk1LTY0YjVjOWQzZWEwMi5wbmciLCJ3aWR0aCI6Ijw9MTIwMCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.GUyQABOw8lkMjW-PMht66jDwQRVveErPO-0Jq3euaVY",https://www.deviantart.com/eggressive/art/Surreal-Cityscape-954282270,Surreal Cityscape by eggressive on DeviantArt,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\09_Cities_&_Signs_2\img_02.jpg,True,,True,1000.0,800.0,True,,a city with many buildings and a cloudy sky,neutral,0.0,0.0,0.0,0.0,0.0
9,Cities & Signs 2,"surreal city architecture, blind, puma, zirma, black, desire atmosphere",3,https://i.pinimg.com/originals/1f/c3/e3/1fc3e360978a0df50d9459f1cb1ab5b3.jpg,https://www.pinterest.com/pin/42291683979895792/,A Surreal Vision Of The City As A Living Organism - IGNANT | Surrealism ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\09_Cities_&_Signs_2\img_03.jpg,True,,True,1050.0,589.0,True,,a large dollar sign is in the middle of a city,neutral,0.0,0.0,0.0,0.0,0.0
10,Thin Cities 1,"surreal city architecture, marco, past, khan, polo, desire atmosphere",1,"https://images.nightcafe.studio/jobs/pkEwcynzHUqe1C70IMUx/pkEwcynzHUqe1C70IMUx--0--lj3jk_7.8125x-real-esrgan-x4-plus.jpg?tr=w-1600,c-at_max",https://creator.nightcafe.studio/creation/pkEwcynzHUqe1C70IMUx/architecture-of-surrealism,Architecture of Surrealism - Surreal Architecture of the Unc...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\10_Thin_Cities_1\img_01.jpg,True,,True,1600.0,1600.0,True,,a castle like structure floating in the water,awe,2.0,,,,
10,Thin Cities 1,"surreal city architecture, marco, past, khan, polo, desire atmosphere",2,https://img.freepik.com/fotos-premium/fantastic-beautiful-architecture-surreal-incredible-buildings-amazing-futuristic-city-buildings-3d-arquitetura-fantastica-bonita-surrealista-edificios-incriveis-edificios-futuristas-edificios-da-cidade-3d_162695-13150.jpg?w=2000,https://br.freepik.com/fotos-premium/fantastic-beautiful-architecture-surreal-incredible-buildings-amazing-futuristic-city-buildings-3d-arquitetura-fantastica-bonita-surrealista-edificios-incriveis-edificios-futuristas-edificios-da-cidade-3d_152748466.htm,Fantastic Beautiful Architecture Surreal Incredible Buildings Amazing ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\10_Thin_Cities_1\img_02.jpg,True,,True,2000.0,1333.0,True,,a very unusual house,neutral,0.0,0.0,0.0,0.0,0.0
10,Thin Cities 1,"surreal city architecture, marco, past, khan, polo, desire atmosphere",3,https://images.adsttc.com/media/images/5afc/f256/f197/cc5b/a900/005e/newsletter/Deportation.jpg?1526526545,https://www.archdaily.com/894658/how-surrealism-has-shaped-contemporary-architecture,How Surrealism Has Shaped Contemporary Architecture | ArchDaily,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\10_Thin_Cities_1\img_03.jpg,True,,True,750.0,689.0,True,,the futuristic buildings in kuwait,neutral,0.0,0.0,0.0,0.0,0.0
11,Cities & Memory 5,"surreal city architecture, maurilia, place, postcards, traveller, desire atmosphere",1,https://i.pinimg.com/originals/12/b4/3c/12b43cf8b37c22ad54b49e56024e7b25.jpg,https://www.pinterest.com/pin/maurilia-the-main-square--311029918034830267/,"Maurilia : The main square | Invisible cities, Painting, Maine",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\11_Cities_&_Memory_5\img_01.jpg,True,,True,736.0,736.0,True,,a painting of people walking in a park,neutral,0.0,0.0,0.0,0.0,0.0
11,Cities & Memory 5,"surreal city architecture, maurilia, place, postcards, traveller, desire atmosphere",2,https://cdna.artstation.com/p/assets/images/images/030/695/168/large/igor-olszewski-received-1010622509454470.jpg?1601382071,https://www.artstation.com/artwork/68B0Aw,ArtStation - Surreal city,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\11_Cities_&_Memory_5\img_02.jpg,True,,True,1920.0,2712.0,True,,a painting of a tower with many different buildings,awe,2.0,,,,
11,Cities & Memory 5,"surreal city architecture, maurilia, place, postcards, traveller, desire atmosphere",3,https://img.artpal.com/373272/45-23-3-6-7-32-27m.jpg,https://www.artpal.com/CreativAity?i=272373-45,Surreal city in pastel tones - CreativAity - Drawings & Illustration ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\11_Cities_&_Memory_5\img_03.jpg,True,,True,720.0,720.0,True,,a cityscape with a lot of buildings,neutral,0.0,0.0,0.0,0.0,0.0
12,Cities & Desire 4,"surreal city architecture, fedora, globe, possible, stone, desire atmosphere",1,https://i.pinimg.com/originals/68/7d/a3/687da35b2702972fb6aecce1536db3e8.jpg,https://www.pinterest.com/pin/invisible-cities-chapter-2-cities-and-desire-4-fedoras-museum-the-west-chamber--90494273755405947/,Invisible cities. Chapter 2. Cities and Desire 4. Fedora's Museum : The ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\12_Cities_&_Desire_4\img_01.jpg,True,,True,1024.0,1024.0,True,,a painting of people in a room with large windows,neutral,0.0,0.0,0.0,0.0,0.0
12,Cities & Desire 4,"surreal city architecture, fedora, globe, possible, stone, desire atmosphere",2,https://i.pinimg.com/originals/23/8c/ef/238cefbbe4adae0b5956e1d7dfcda9fe.jpg,https://www.pinterest.com/pin/fedoras-museum-invisible-cities-chapter-2-cities-and-desire-4-fedoras-museum--90494273755405946/,Fedora's Museum Invisible cities. Chapter 2. Cities and Desire 4 ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\12_Cities_&_Desire_4\img_02.jpg,True,,True,1024.0,1024.0,True,,a painting of a room with a large window,neutral,0.0,0.0,0.0,0.0,0.0
12,Cities & Desire 4,"surreal city architecture, fedora, globe, possible, stone, desire atmosphere",3,https://thumbs.dreamstime.com/z/surreal-cityscape-glass-globe-dreamlike-d-art-dreamy-world-where-miniature-industrial-city-thrives-glowing-304030405.jpg?w=768,https://www.dreamstime.com/surreal-cityscape-glass-globe-dreamlike-d-art-dreamy-world-where-miniature-industrial-city-thrives-glowing-image304030405,"Surreal Cityscape in a Glass Globe, Dreamlike 3D Art Stock Illustration ...",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\12_Cities_&_Desire_4\img_03.jpg,True,,True,768.0,512.0,True,,fantasy city in a glass ball royalty,desire,0.0,0.0,0.0,0.0,1.0
13,Cities & Signs 3,"surreal city architecture, different, mind, features, existence, neutral atmosphere",2,https://thumbs.dreamstime.com/b/surreal-futuristic-cityscape-abstract-architecture-surreal-futuristic-cityscape-abstract-architecture-314286490.jpg,https://www.dreamstime.com/surreal-futuristic-cityscape-abstract-architecture-surreal-futuristic-cityscape-abstract-architecture-image314286490,Surreal Futuristic Cityscape with Abstract Architecture. Stock Photo ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\13_Cities_&_Signs_3\img_02.jpg,True,,True,800.0,449.0,True,,futuristic city with futuristic buildings and futuristic cars royalty illustration,neutral,0.0,0.0,0.0,0.0,0.0
13,Cities & Signs 3,"surreal city architecture, different, mind, features, existence, neutral atmosphere",3,https://thumbs.dreamstime.com/b/urban-city-reflecting-water-creating-surreal-atmosphere-283133704.jpg,https://www.dreamstime.com/urban-city-reflecting-water-creating-surreal-atmosphere-image283133704,"Urban City Reflecting in Water, Creating a Surreal Atmosphere Stock ...",D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\13_Cities_&_Signs_3\img_03.jpg,True,,True,800.0,800.0,True,,fantasy cityscang royalty illustration,desire,0.0,0.0,0.0,0.0,1.0
14,Thin Cities 2,"surreal city architecture, zenobia, pilings, another, give, joy atmosphere",1,http://www.evolo.us/wp-content/uploads/2010/07/zenobia-2-600x513.jpg,https://judithweingarten.blogspot.com/2010/08/building-invisible-city.html,Zenobia: Empress of the East: Building An Invisible City,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\14_Thin_Cities_2\img_01.jpg,True,,True,600.0,513.0,True,,a rendering of a building with a tower,awe,2.0,,,,
14,Thin Cities 2,"surreal city architecture, zenobia, pilings, another, give, joy atmosphere",2,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhKZa4a7SIPY8LfLYOWb7WRNdpLUAlzNhQOm6u6Iyk_ojqVcljTnjBChyYNN1zc_fY7dnSeYcMhHK2TPblIqjak4WkdCY9bWwgXw5ie9ijKLAi6r1kSAxlh8jM1zAUEWo2Al27iBg/s1600/Untitled-5.gif,https://judithweingarten.blogspot.com/,Zenobia: Empress of the East,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\14_Thin_Cities_2\img_02.jpg,True,,True,366.0,774.0,True,,a drawing of a house made out of sticks,neutral,0.0,0.0,0.0,0.0,0.0
14,Thin Cities 2,"surreal city architecture, zenobia, pilings, another, give, joy atmosphere",3,https://imgv2-1-f.scribdassets.com/img/document/426845236/original/dd37cf87df/1?v=1,https://www.scribd.com/document/426845236/Zenobia-Invisible-Cities-Artistic-Print,Zenobia Invisible Cities Artistic Print | PDF,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\14_Thin_Cities_2\img_03.jpg,True,,True,768.0,1024.0,True,,a drawing of a castle with a quote,awe,2.0,,,,
15,Trading Cities 1,"surreal city architecture, marco, words, journey, another, joy atmosphere",1,https://images.fineartamerica.com/images/artworkimages/mediumlarge/3/trippy-city-surreal-metropolis-brandwayart.jpg,https://fineartamerica.com/featured/trippy-city-surreal-metropolis-brandwayart.html,Trippy City - Surreal Metropolis Digital Art by BrandwayArt - Fine Art ...,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\scraped_images\15_Trading_Cities_1\img_01.jpg,True,,True,900.0,900.0,True,,a painting of a city with a train going through it,neutral,0.0,0.0,0.0,0.0,0.0
